amount,commission,investment_id|account_id|liability_id,isin,netCash,operationDate,originalCurrency,referenceCurrency,retention,symb,type,unitPrice,valueDate,_id
"31685,09",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2022-12-08,,,,,Receipt on account of sale of financial assets,0,2022-12-08,6e73e0c42936dfa576f60ea09156bcc73205dfbc17321800e986488135bd888f
"129154,68",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2022-12-09,,,,,Debit to account for purchase of financial assets,0,2022-12-07,4d4e5f286704070725221819af49ec2a098a2d289094c3af951aa79c473e2895
"323272,3",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2022-12-12,,,,,Debit to account for purchase of financial assets,0,2022-12-07,3e590772eb67217d4d86f0d5461ac77e9bdb242d7bfa2226c31c84a5e644c859
"126148,22",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2022-12-12,,,,,Debit to account for purchase of financial assets,0,2022-12-07,2cb45aea7590c3565d40abb18aee85d73a127014b6204109c3b83c9f676a03f4
"31685,09",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2022-12-14,,,,,Debit to account for purchase of financial assets,0,2022-12-09,d9c0bdbb17a63f60f942c4fafd1541cd6407432a7f94d4a79eec3dc98b1e6c8d
"124790,43",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-01-23,,,,,Receipt on account of sale of financial assets,0,2023-01-23,23f7b546f81749ae1d064b7728a23148d7f96421da57782a347922b3e89ddb5e
"53154,83",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-01-23,,,,,Receipt on account of sale of financial assets,0,2023-01-23,a8d4f1febda7c52c71a3ce1b8ea4590c1b5f2bbbd837d35bbfca58ee1c904e12
"104910,79",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-01-23,,,,,"Deposit of dividends, coupons and other",0,2023-01-23,4a8c2c411cbe6cb53a322232776606e4dc3d469e86ea1d041b18395000071bdc
"120997,47",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-01-23,,,,,Receipt on account of sale of financial assets,0,2023-01-23,f69776944e6f0c5bd9b2461eaa4fc9dc08d1112a1dc2309a1cd53f59536f8c47
"72331,58",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-01-24,,,,,Receipt on account of sale of financial assets,0,2023-01-24,3b31afda93ffc5d9f67036efa1ae0abbc7daf2e73489208e0efdf02ac69056cc
"3005,31",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-01-23,,,,,Receipt on account of sale of financial assets,0,2023-01-23,433b070efe811a4f99d2a25efc12164ffc933938b13c6fb9c2aecada1c868647
"150753,37",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-01-24,,,,,Transfers,0,2023-01-24,8633934ba0cbf5f28d844193dfb659c52aae697857584773c4d5f995602e12bb
"292302,46",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-01-23,,,,,Receipt on account of sale of financial assets,0,2023-01-23,04435a0b76e9c0e73fdd9de70c2d20547b7f643fa8259b0b2b3dc04219f6fe90
"275959,18",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-01-24,,,,,Receipt on account of sale of financial assets,0,2023-01-24,9421d4f6de0f39a2e95a82117734f64c145c297496b36a6c2a110d66dc859834
"186827,18",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-01-24,,,,,Receipt on account of sale of financial assets,0,2023-01-24,b83f21e722b611d1e2c971d8c724e17a51bed3d62986d14280bbeb13fe1e79af
"127081,03",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-01-24,,,,,Receipt on account of sale of financial assets,0,2023-01-24,6e650dc2c6d0e5c7cdfcbebd9fe6d7b97360640fc9c5b1cf0447983af41ac0ce
"98544,77",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-01-24,,,,,Receipt on account of sale of financial assets,0,2023-01-24,1576b36d71a3db2624396d84ccabde79fba36bd2628030bf8f6c2be561ceefc9
62896,,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-01-25,,,,,Receipt on account of sale of financial assets,0,2023-01-25,cd852be9e612779507551d367fbac284df2f523c1fd827a1f936e6ad186a5097
"408014,67",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-01-26,,,,,Debit to account for purchase of financial assets,0,2023-01-24,d9eedaa95d9e900db7a5299d03896953ba60c36ec5bfcd2fead67b6cedb1632f
"40520,48",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-01-26,,,,,Debit to account for purchase of financial assets,0,2023-01-23,05b0627dec93d726267848de7f523a89826c21622fd67126acb0409a1ff50ca5
"189147,26",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-01-26,,,,,Debit to account for purchase of financial assets,0,2023-01-24,4ecb26c4c8aa0663339b0b1c39c4c043ef9d4527b5402352bacbbcd5ca1a520d
"179100,47",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-01-27,,,,,Debit to account for purchase of financial assets,0,2023-01-25,afcbbcd83fa175b466f7615820b3e6e2c6d48e99ffae023d3b570c71041f9974
"223754,79",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-01-27,,,,,Debit to account for purchase of financial assets,0,2023-01-24,20e7c1c949ce01c0771798924712b3eba30d04b8b758975b3ebef7c844849a0b
252056,,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-01-27,,,,,Debit to account for purchase of financial assets,0,2023-01-24,d243cd094bd63436d58c665cedb811f73a84487fff173c98438bf3cb4a623baa
"108427,81",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-01-27,,,,,Debit to account for purchase of financial assets,0,2023-01-24,f2109da0390438e6090600b69d9af48ef1a338532c2af1d5ff530095c1ff540d
"22969,95",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-01-27,,,,,Debit to account for purchase of financial assets,0,2023-01-25,217dc4a56e313817093d434f4d56bf8a5f1e376e1ec4a0e607c22b6500ba0eb4
"121515,46",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-01-30,,,,,Debit to account for purchase of financial assets,0,2023-01-25,2eb30847f091b5e2a388b9a17f1e96ed4fce7e1f05cff2c2c882dfea118d35fa
"973,32",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-01-31,,,,,Payment of commissions,0,2023-01-01,78aa10ea5b4fa470a9749424b68c4ccd0616b927695147522001eec712c86c06
"15051,88",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-01-31,,,,,Receipt on account of sale of financial assets,0,2023-01-31,e93ec47686f67db59a298c7d4970d9eb8c8ef5a0a9cad4c872b224723134a5ac
"4634,84",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-01-31,,,,,Payment of commissions,0,2023-01-01,8a3efff20e1477301ecc2648f6805691ba97cd56f89e751683e5062b496e811c
"5048,18",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-01-31,,,,,Debit to account for purchase of financial assets,0,2023-01-31,f40a72022b2dbd45677843b0cc950f31790e6821cdce7ec30abcc3d09351ea1b
"126505,44",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-02-03,,,,,Debit to account for purchase of financial assets,0,2023-01-31,2744c3a0d4b6f20b730a1d091d819a4532969775d80fbc9db10f8f2c7292e15e
"358870,72",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-02-16,,,,,Receipt on account of sale of financial assets,0,2023-02-16,8e5ec9c95c86e208502c525b8ecc4a6feaeab3054ba7008bb3f128d2e2b86b5f
"96546,26",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-02-16,,,,,Receipt on account of sale of financial assets,0,2023-02-16,e7e4acdc961d1b5e9e50a8be21d3181ad9a743513632f6815b72664b3566c306
"162381,95",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-02-16,,,,,Receipt on account of sale of financial assets,0,2023-02-16,fdcda0cfc3e71d9430772a6f87a4a383063669fe63e110543b2345391bc6002e
"80195,53",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-02-17,,,,,Receipt on account of sale of financial assets,0,2023-02-17,c5e52ddd579e956f0eed9cf10c5ef12c122a8c31fdf2d595efe109051f156779
"32506,46",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-02-17,,,,,Receipt on account of sale of financial assets,0,2023-02-17,3f7f08e0594275530d602f771c0af77cee7000f7c0c5d783e5358117ded843a9
"201384,14",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-02-17,,,,,Receipt on account of sale of financial assets,0,2023-02-17,4feda31cd8d358c1e39f0031089d3f407c696d16c6be7b9eb30df9bc2c627319
"32506,46",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-02-21,,,,,Debit to account for purchase of financial assets,0,2023-02-17,abcd8f62f8dec6f4d9ff120a70cbe7dceaf4e42cc9025d08032e699d2ec58cde
"96546,26",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-02-21,,,,,Debit to account for purchase of financial assets,0,2023-02-16,9faec643f414f464006101d8abe51d77eb0e7dbb2eb9bc24c11c2317bfad6afb
"201384,14",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-02-21,,,,,Debit to account for purchase of financial assets,0,2023-02-17,10d386deef573003209a34057385d32e6c611710edeb0201a70b885a63b299f3
"358870,72",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-02-22,,,,,"Deposit of dividends, coupons and other",0,2023-02-16,c32fd66bda58d42fbb3457d5e59a3ffcd2ec1be247b3b34bd57574a406cf8e61
"80195,53",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-02-23,,,,,Debit to account for purchase of financial assets,0,2023-02-17,eace16037aab1223875744b336e2a927b3fa91f70d22e681e575b3fc37c25331
"162381,95",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-02-22,,,,,Debit to account for purchase of financial assets,0,2023-02-16,2b0f77a3c8dd3079ae026706a5271e66ae1d1a6831e1c87ddbd70fd7a287b147
"203834,63",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-03-14,,,,,Receipt on account of sale of financial assets,0,2023-03-14,270d6a06f7a8bfe24338551c8ee1e7de5c673bf2df008ec1d0397ed266f3a076
"115644,79",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-03-14,,,,,"Deposit of dividends, coupons and other",0,2023-03-14,667087e914c205c273bf645d457084bba23e2a5cf70d0e47e04254d48481d869
"11317,45",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-03-14,,,,,Receipt on account of sale of financial assets,0,2023-03-14,ddbaf5859e00ab944d5a2444186a2b5bdbb1986a8630c530f41b1834375592ab
"11373,25",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-03-14,,,,,Receipt on account of sale of financial assets,0,2023-03-14,1d2636fa97d43d4f34d630c10f95874b0061058b3e4e8ed37a01bc821a0dc324
"3234,89",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-03-15,,,,,Receipt on account of sale of financial assets,0,2023-03-15,6120edf18256aee8700ae7290dadebc3ff4d3bde8b9f1b990e6e8f36a92f2ecc
"5125,72",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-03-15,,,,,Transfers,0,2023-03-15,ef3ccc6f86e823eea70cc334c2a31704524d7620c54651b09ae4ca550765e7b6
"183159,42",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-03-15,,,,,Receipt on account of sale of financial assets,0,2023-03-15,3f3848f477f75daed35e3ee9c04183cbc699794c225570020f6e47f5ee1156a8
"5013,52",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-03-15,,,,,Receipt on account of sale of financial assets,0,2023-03-15,8b1218a0d661693ff9e207a358c6b4b6a4c732401f4a5a10d8d6200e4c48e0da
"2011,26",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-03-15,,,,,Receipt on account of sale of financial assets,0,2023-03-15,680017c91d799b2a25b3a30282134a7e6da695052e42aad5fca30b5a72883c94
"54947,82",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-03-15,,,,,Receipt on account of sale of financial assets,0,2023-03-15,b298c15a3bc9342be313bf31df1cde66a41255e8c56b5c4865b7f0b01a31abfd
"11688,07",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-03-15,,,,,Receipt on account of sale of financial assets,0,2023-03-15,c92570c99f99c0a0ab38fd81db62a5997972e9ec5e024a01c06ffd4f41c9e1b2
"7333,06",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-03-17,,,,,Debit to account for purchase of financial assets,0,2023-03-14,46f02f9eff4fc5ef1de5e898266c3aa421e331c16944a0b8e726d761f702ba34
"54422,56",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-03-17,,,,,Debit to account for purchase of financial assets,0,2023-03-15,6f025ed445fac839baf3f2b5749053911e76e06f1f0a53066bb78dd1e3fd180e
"54578,29",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-03-17,,,,,"Deposit of dividends, coupons and other",0,2023-03-14,8f878abb91efa6b51dd2b3573f2a150e20a10b826c10b79a72b0b51d94a077d9
"4479,74",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-03-17,,,,,Debit to account for purchase of financial assets,0,2023-03-14,456fcc484548537d2f055b7cd82f26327a996eb3069ba37cd97d4913e2fa3815
"60872,48",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-03-16,,,,,Debit to account for purchase of financial assets,0,2023-03-14,3f133001bc95a67d3384c716cf08d424682ef273c5c6a529bee0fcc75e8d317e
"3997,17",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-03-16,,,,,Debit to account for purchase of financial assets,0,2023-03-14,99315609c084b553dfab65068ae0b52102cf61a4f8f34ebb1e15b227b8d52ce8
"12114,64",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-03-20,,,,,Debit to account for purchase of financial assets,0,2023-03-16,aa3bac813ece63ede02bb35bccfd12b9b689b26f55795c8f0f73250727798396
"78003,65",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-03-20,,,,,Debit to account for purchase of financial assets,0,2023-03-15,b444d76122d5b552e7b86082a91528710020e3ad6943b76d8b77069e5cf79528
"4864,73",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-03-20,,,,,Debit to account for purchase of financial assets,0,2023-03-15,e5f2d718bc0d1fd186fe451418be3e08ef939e50084eb8ab25cdb603e4aa20ca
"299,03",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-03-20,,,,,Debit to account for purchase of financial assets,0,2023-03-15,8d4145ec332b25c30bb260da2a36fc1bac2a79a04e89316c03f3b8912a086fb6
"181661,99",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-03-20,,,,,Debit to account for purchase of financial assets,0,2023-03-15,67c12d12306ae36239bbf3dd03e99be32664183ea1dd297d4a53de61a45a7cc8
"122395,24",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-03-20,,,,,Debit to account for purchase of financial assets,0,2023-03-15,4ce9a5eb72aba7785c8c59cb6e6a67491d9dce8c8026c90b5aac75bdc8a9bcb6
"6620,74",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-03-21,,,,,Debit to account for purchase of financial assets,0,2023-03-15,dd6a0b80c332f302bfefce7f55d8ebc09d3fb9a2801db074aea8d53e8e920291
"92160,94",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-03-27,,,,,Receipt on account of sale of financial assets,0,2023-03-27,91fe9b1d1b405e45fdb66408f7bd2bd5ef290152cf63ce509080e4a1990b958d
"30720,28",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-03-27,,,,,Receipt on account of sale of financial assets,0,2023-03-27,862c08e7c656778972dcd96190e3e3042da2fda97fa6ab6587887e2c0c855559
"63483,27",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-03-27,,,,,Receipt on account of sale of financial assets,0,2023-03-27,6c81ee1b96128222ff1b1a4424e8aad0472fca643c905866ba2f22e3e6bbdc2f
"123099,16",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-03-31,,,,,Debit to account for purchase of financial assets,0,2023-03-28,3540e76041bfce5d43d71f1a0dfdc94323a6a9038e423eb14798753ccc728637
"92160,94",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-03-30,,,,,Debit to account for purchase of financial assets,0,2023-03-27,55b2849df34436df999f63a17bd951b634aaaae9f62054ce88943404849f4250
"30720,28",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-03-29,,,,,Debit to account for purchase of financial assets,0,2023-03-27,757fb66de6b426d731dc3c881328ebf3b0ac280c567818ea653b764fa7edf8e5
"63483,26",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-03-29,,,,,Debit to account for purchase of financial assets,0,2023-03-27,8c4adf3716fcc56d42ad9b83df306be9b1cbf6556483ef0d2f4ebbba2d639f07
"123099,16",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-03-28,,,,,Receipt on account of sale of financial assets,0,2023-03-28,5e70c72fc4468479176cc2d9f070e7d721b318721a548e3660497c75e408eaf7
"57795,84",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-04-11,,,,,"Deposit of dividends, coupons and other",0,2023-04-11,073296c6bf534688fcfeef87995b6496e4df1726de1bcdab671a2507740324ec
"57795,84",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-04-13,,,,,Debit to account for purchase of financial assets,0,2023-04-11,4ea8b538757a091f0e21758fa0fddbb6de52f64d58357b81bb19e4c3c49e6b0f
"158592,54",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-04-12,,,,,Receipt on account of sale of financial assets,0,2023-04-12,fa700f7e1c841de47d14b844c8cecdbc8b104f1d48606b5ebb1b9634aaf6a55d
"79312,1",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-04-12,,,,,Receipt on account of sale of financial assets,0,2023-04-12,0ec7602c708f23c984d3af6ad19b5b5df9b46918ed3901fc13e5318fa018aa88
"158592,54",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-04-12,,,,,Transfers,0,2023-04-12,82f01ff0581151f94ec89fc776c0da0c3c6076c3dd4a77f451c1870fbfd838d5
"79312,1",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-04-18,,,,,Debit to account for purchase of financial assets,0,2023-04-13,4fe5d5249146a94e4541ed0282ab5f4a0439b9581e6f9ccbd2eb87f694c6d10f
"202437,3",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-05-02,,,,,Receipt on account of sale of financial assets,0,2023-05-02,125fc86aeadea55e86944d6ecb8b5a3e909d55f38dd3722073d8fbe3eda8968c
"1294,14",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-05-02,,,,,Payment of commissions,0,2023-05-01,ae174b64bce128e23a8e04e2b84efc88ba9ac7a01ac7e6e9008c992c2b6cacee
"4691,11",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-04-28,,,,,Payment of commissions,0,2023-04-01,5270f454c24f611f75eead101e124fc45400b56cdd3887bc66a823b78e2c7608
"158760,16",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-05-02,,,,,Receipt on account of sale of financial assets,0,2023-05-02,59fdad3651e51469d5e1ba3937e73a1aa9c159ba20424957f62fbeccaec699d3
"181069,63",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-05-02,,,,,Receipt on account of sale of financial assets,0,2023-05-02,848d96f85a1ab5076d4851f13c8399fa4a09e986363e9a3690468d4fc6df0d1f
"116894,4",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-05-02,,,,,Receipt on account of sale of financial assets,0,2023-05-02,75dbe6dc92cc029cdb5225dceab4966c05ed3b53877b51bb1ae9891ae8936ac5
"506890,01",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-05-02,,,,,Receipt on account of sale of financial assets,0,2023-05-02,4ab74e87985377000fb5b2d1ae53676b94cb115a197583c5d2e6032e5ba17e9b
"324767,74",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-05-02,,,,,Receipt on account of sale of financial assets,0,2023-05-02,0e8b188c9df38cfda63cd8ccc0a071f08efe73041ae9dc4b48ab76c114cc4b74
"398645,25",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-05-02,,,,,"Deposit of dividends, coupons and other",0,2023-05-02,16b31936dfe2f45ce12089e6d526c8d0a438c06e48b71a363070de8b61d2f548
"162400,14",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-05-02,,,,,Receipt on account of sale of financial assets,0,2023-05-02,7981bb7587ce9b3c6c3349d35dda072e1f7d51dbbe0da0084e09ab81465bbad3
"57888,17",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-05-02,,,,,Receipt on account of sale of financial assets,0,2023-05-02,570d8c07c30352e3882514da08d3c9d6a415f291ee11035ca107fe60ca3edab9
"338394,38",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-05-03,,,,,Receipt on account of sale of financial assets,0,2023-05-03,5828b9f0f4e49101e979dcb573ec30639bd32a9a4ff181ffea8bcf17a04ca723
"768666,58",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-05-03,,,,,Receipt on account of sale of financial assets,0,2023-05-03,61d0672957007ac643179425ddce2a47e8e097086384a1b7fa0787ecf0562a52
"331406,86",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-05-03,,,,,Receipt on account of sale of financial assets,0,2023-05-03,b377b78992c29bb4380623346598bcc743443a7e33cc78b21aa4c2d10a51028b
"122186,41",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-05-03,,,,,Receipt on account of sale of financial assets,0,2023-05-03,62d5beafebc71fdc2c58b2d1964f3640b7fddd2f9846a2a19d56e591be3f156d
"116968,2",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-05-03,,,,,Receipt on account of sale of financial assets,0,2023-05-03,e51f292cecd459d07c5884bbff16e4e637beaaa0d9f1be0b6272c82accf24a26
"309698,13",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-05-05,,,,,Receipt on account of sale of financial assets,0,2023-05-05,a163a97c8fe0bbcfca08c92acdf035bca6a8c843723f2f5eb31ab648a4f28a70
"79977,84",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-05-04,,,,,Receipt on account of sale of financial assets,0,2023-05-04,7fc7f73e59d7725d8e9965760d78693e0278799e46a21b926eaaf62b4bf04cea
"216474,85",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-05-04,,,,,Receipt on account of sale of financial assets,0,2023-05-04,7f1f79303f3216afcbbcbdbb941ed24ad1933f88d8e7d4a875814f58bd8a3882
"481327,82",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-05-03,,,,,Transfers,0,2023-05-03,eb908df9c3c7e3735bc1f90d72f3ae544e755ea157f7b294df568ae2f9154c4a
"653059,97",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-05-03,,,,,Receipt on account of sale of financial assets,0,2023-05-03,2de135c2478cbd9af37fef88013b4ebd5d2f12e83f7a586a180e54b42c37a302
"162309,3",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-05-03,,,,,Receipt on account of sale of financial assets,0,2023-05-03,a6e98547e8773fd8ddc040fcb95465494c2d46a8057aebd6e1d9c5f4a1c6b5fd
"540615,86",,3e1c530607fd9a96f5556d39a3672bb5e9167c83aa6f0473c5f6963fa5af3c14,,,2023-05-03,,,,,Receipt on account of sale of financial assets,0,2023-05-03,38c385f662b90feb1a25838a142dc467220cf397b3842a210d03008fa127b386
